,Економска класификација,ОПИС,Приходи из буџета   ,Сопствени приходи ,Донације од осталих нивоа власти ,Остали,УКУПНО
,,ПРОГРАМ 1: ЛОКАЛНИ РАЗВОЈ И ПРОСТОРНО ПЛАНИРАЊЕ,,,,,
,,"Програмска активност: Стратешко, просторно и урбанистичко планирање",,,,,
,,Функција: Развој заједнице,,,,,
,423,Услуге по уговору,"250,000",,,,"250,000"
,424,Специјализоване услуге,"200,000",,,,"200,000"
,511,Зграде и грађевински објекти,"22,500,000",,,,"22,500,000"
,,Свега за програмску активност 1101-0001:,"22,950,000",,,,"22,950,000"
,,,,,,,
,,Програмска активност: Уређивање грађевинског земљишта ,,,,,
,,Функција: Развој заједнице,,,,,
,423,Услуге по уговору,"500,000",,,,"500,000"
,424,Специјализоване услуге,"200,000",,,,"200,000"
,511,Зграде и грађевински објекти,"10,000,000",,,,"10,000,000"
,541,Земљиште,"15,046,000",,,"2,954,000","18,000,000"
,,Свега за програмску активност 1101-0002:,"25,746,000",,,"2,954,000","28,700,000"
,,,,,,,
,,Партерно уређење платоа у Врањској Бањи,,,,,
,,Функција: Развој заједнице,,,,,
,511,Зграде и грађевински објекти,"2,200,000",,,,"5,341,000"
,,Свега за пројекат 1101-П2:,"2,200,000",0,0,0,"5,341,000"
,,,,,,,
,,Свега за Програм 1:,"50,896,000",0,0,"2,954,000","56,991,000"
,,,,,,,
,,,,,,,
,,ПРОГРАМ 2: КОМУНАЛНЕ ДЕЛАТНОСТИ,,,,,
,,Програмска активност: Водоснабдевање,,,,,
,,Функција: Водоснабдевање,,,,,
,511,Зграде и грађевински објекти,"8,123,000",,,"33,620,000","41,743,000"
,,Свега за Програмску активност 0601-0001:,"8,123,000",,,"33,620,000","41,743,000"
,,,,,,,
,,,,,,,
,,Програмска активност: Управљање отпадним водама,,,,,
,,Функција: Управљање отпадним водама,,,,,
,511,Зграде и грађевински објекти,"7,336,000",,,"36,366,000","43,702,000"
,,Свега за Програмску активност 0601-0002:,"7,336,000",,,"36,366,000","43,702,000"
,,,,,,,
,,"Пројекат: ""ESCO"" пројекат побољшања енергетског учинка јавне расвете",,,,,
,,Функција: Јавна расвета,,,,,
,423,Услуге по уговору,"400,000",,,,"400,000"
,,Свега за Пројекат 0601-П1:,"400,000",,,,"400,000"
,,,,,,,
,,Свега за Програм 2:,"15,859,000",,,"69,986,000","85,845,000"
,,,,,,,
,,,,,,,
,,ПРОГРАМ 7: ПУТНА ИНФРАСТРУКТУРА,,,,,
,,Програмска активност: Управљање саобраћајном инфраструктуром,,,,,
,,Функција: Друмски саобраћај,,,,,
,511,Зграде и грађевински објекти,"30,796,000",,,"138,656,000","169,452,000"
,,Свега за Програмску активност 0701-0001:,"30,796,000",,,"138,656,000","169,452,000"
,,,,,,,
,,Свега за Програм 7:,"30,796,000",,,"138,656,000","169,452,000"
,,,,,,,
,,ПРОГРАМ 14: РАЗВОЈ СПОРТА И ОМЛАДИНЕ,,,,,
,,Пројекат: Изградња спортских терена на Бесној Кобили,,,,,
,,Функција: Услуге рекреације и спорта,,,,,
,511,Зграде и грађевински објекти,"2,002,000",,,"10,011,000","12,013,000"
,,Свега за Пројекат 1301-П1:,"2,002,000",,,"10,011,000","12,013,000"
,,,,,,,
,,Свега за Програм 14:,"2,002,000",,,"10,011,000","12,013,000"
,,,,,,,
,,Свега за Главу 6:,"99,553,000",0,0,"2,954,000","324,301,000"
,,,,,,,
,,,,,,,
,,ФОНД ЗА ЗАШТИТУ ЖИВОТНЕ СРЕДИНЕ,,,,,
,,ПРОГРАМ 6: ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ,,,,,
,,Програмска активност: Управљање заштитом животне средине и природних вредности,,,,,
,,Функција: Заштита животне средине: исттаживање и развој,,,,,
,421,Стални трошкови,"200,000",,,,"200,000"
,423,Услуге по уговору,"1,000,000",,,,"1,000,000"
,424,Специјализоване услуге,"600,000",,,,"600,000"
,425,Текуће поправке и одржавање,"5,000,000",,,,"5,000,000"
,481,Дотације невладиним организацијама,"3,000,000",,,,"3,000,000"
,,Свега за Програмску активност 0401-0001:,"9,800,000",,,,"9,800,000"
,,,,,,,
,,Програмска активност: Праћење квалитета елемената животне средине,,,,,
,,Функција: Заштита животне средине: исттаживање и развој,,,,,
,424,Специјализоване услуге,"1,200,000",,,,"1,200,000"
,,Свега за Програмску активност 0401-0003:,"1,200,000",,,,"1,200,000"
,,,,,,,
,,,,,,,
,,Пројекат: Набавка контејнера за изношење смећа,,,,,
,,Функција: Заштита животне средине некласификована на другом месту,,,,,
,512,Машине и опрема,"1,805,000",,,,"1,805,000"
,,Свега за Пројекат 0401-П1:,"1,805,000",,,,"1,805,000"
,,,,,,,
,,"Пројекат: Изградња санитарног контејнера и биолошког пречишћивача отпадних вода у насељу ""Цигански рид"" у Врању",,,,,
,,Функција: Смањење загађености,,,,,
,511,Зграде и грађевински објекти,"837,000",,,,"837,000"
,,Свега за Пројекат 0401-П2:,"837,000",,,,"837,000"
,,,,,,,
,,Пројекат: Набавка уличних канти за отпатке и бетонских мобилијера,,,,,
,,Функција: Заштита животне средине некласификована на другом месту,,,,,
,511,Зграде и грађевински објекти,"995,000",,,,"995,000"
,,Свега за Пројекат 0401-П3:,"995,000",,,,"995,000"
,,,,,,,
,,Пројекат: Озелењавање јавних површина,,,,,
,,Функција: Заштита биљног и животињског света и крајолика,,,,,
,514,Култивисана имовина,"2,000,000",,,,"2,000,000"
,,Свега за Пројекат 0401-П4:,"2,000,000",,,,"2,000,000"
,,,,,,,
,,Пројекат: Набавка камиона аутосмећара,,,,,
,,Функција: Управљање отпадом,,,,,
,512,Машине и опрема,"3,663,000",,,"10,337,000","14,000,000"
,,Свега за Пројекат 0401-П5:,"3,663,000",,,"10,337,000","14,000,000"
,,,,,,,
,,Пројекат: Очување животне средине уређењем отпадних вода,,,,,
,,Функција: Управљање отпадним водама,,,,,
,511,Зграде и грађевински објекти,"5,700,000",,,,"5,700,000"
,,Свега за Пројекат 0401-П6:,"5,700,000",,,,"5,700,000"
,,,,,,,
,,Пројекат: Компостно поље,,,,,
,,Функција: Смањење загађености,,,,,
,424,Специјализоване услуге,"1,000,000",,,,"1,000,000"
,,Свега за Пројекат 0401-П7:,"1,000,000",,,,"1,000,000"
,,,,,,,
,,Свега за Програм 6:,"27,000,000",,,"10,337,000","37,337,000"
,,,,,,,
,,Свега за Главу 7:,"27,000,000",,,"10,337,000","37,337,000"
,,,,,,,
,,,,,,,
,,ТУРИСТИЧКА ОРГАНИЗАЦИЈА ГРАДА ВРАЊА,,,,,
,,ПРОГРАМ 4 - РАЗВОЈ ТУРИЗМА,,,,,
,,Програмска активност: Управљањем развојем туризма,,,,,
,,Функција: Туризам,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","6,190,000",,,,"6,190,000"
,412,Социјални доприноси на терет послодавца,"1,105,000",,,,"1,105,000"
,415,Накнаде трошкова за запослене,"140,000",,,,"140,000"
,416,Награде запосленима и остали посебни расходи,"223,000",,,,"223,000"
,421,Стални трошкови,"260,000","120,000",,,"380,000"
,423,Услуге по уговору ,"27,000",,,,"27,000"
,425,Текуће поправке и одржавање,"9,000","30,000",,,"39,000"
,426,Материјал,0,"70,000",,,"70,000"
,465,"Остале донације, дотације и трансфери","760,000",,,,"760,000"
,483,Новчане казне и пенали по решењу судова,"10,000",,,,"10,000"
,,Свега за Програмску активност 1502-0001:,"8,724,000","220,000",,,"8,944,000"
,,,,,,,
,,Програмска активност: Туристичка промоција,,,,,
,,Функција: Туризам,,,,,
,422,Трошкови путовања,"60,000","60,000",,,"120,000"
,423,Услуге по уговору,"3,500,000","428,000",,"42,000","3,970,000"
,424,Специјализоване услуге,"1,000",,,,"1,000"
,426,Материјал,"425,000",,,,"425,000"
,,Свега за Програмску активност 1502-0002:,"3,986,000","488,000",,"42,000","4,516,000"
,,,,,,,
,,Дани Врања и Дани Врања у Београду,,,,,
,,Функција: Туризам,,,,,
,423,Услуге по уговору,"4,985,000",,,,"4,985,000"
,424,Специјализоване услуге,"15,000",,,,"15,000"
,,Свега за Пројекат 1502-П1:,"5,000,000",,,,"5,000,000"
,,,,,,,
,,,,,,,
,,Прослава Дана Града,,,,,
,,Функција: Туризам,,,,,
,423,Услуге по уговору,"224,000",,,"4,248,000","4,472,000"
,,Свега за Пројекат 1502-П2:,"224,000",,,"4,248,000","4,472,000"
,,,,,,,
,,Свега за Програм 4:,"17,934,000","708,000",,"42,000","22,932,000"
,,,,,,,
,,Свега за Главу 8:,"17,934,000","708,000",,"42,000","22,932,000"
,,,,,,,
,,,,,,,
,,ЈП СКИЈАЛИШТЕ БЕСНА КОБИЛА,,,,,
,,ПРОГРАМ 4 - РАЗВОЈ ТУРИЗМА,,,,,
,,Програмска активност: Управљањем развојем туризма,,,,,
,,Функција: Туризам,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","12,888,000",,,,"12,888,000"
,412,Социјални доприноси на терет послодавца,"2,307,000",,,,"2,307,000"
,413,Накнаде у натури,"1,900,000",,,,"1,900,000"
,414,Социјална давања запосленима,"95,000",,,,"295,000"
,421,Стални трошкови,"3,700,000",,,,"3,700,000"
,423,Услуге по уговору,"5,624,000",,,,"5,624,000"
,424,Специјализоване услуге,"2,500,000",,,,"2,500,000"
,425,Текуће поправке и одржавање,"500,000",,,,"500,000"
,426,Материјал,"2,700,000",,,,"2,700,000"
,465,"Остале донације, дотације и трансфери","906,000",,,,"906,000"
,482,"Порези, обавезне таксе, казне и пенали","600,000",,,,"600,000"
,483,Новчане казне и пенали по решењу судова,"510,000",,,,"510,000"
,512,Машине и опрема,"200,000",,,,"200,000"
,523,Залихе робе за даљу продају,"3,500,000",,,,"3,500,000"
,,Свега за Програмску активност 1502-0001:,"37,930,000",,,,"38,130,000"
,,,,,,,
,,Програмска активност: Туристичка промоција,,,,,
,,Функција: Туризам,,,,,
,421,Стални трошкови,"208,000",,,,"208,000"
,422,Трошкови путовања,"200,000",,,,"200,000"
,423,Услуге по уговору,"1,244,000",,,,"1,244,000"
,,Свега за Програмску активност 1502-0002:,"1,652,000",,,,"1,652,000"
,,,,,,,
,,Пројекат: Доградња планинарског дома ,,,,,
,,Функција: Туризам,,,,,
,511,Зграде и грађевински објекти,"2,300,000",,,,"2,300,000"
,,Свега за Пројекат 1502-П3:,"2,300,000",,,,"2,300,000"
,,,,,,,
,,Пројекат: Уградња соларних панела,,,,,
,,Функција: Туризам,,,,,
,512,Зграде и грађевински објекти,"500,000",,,,"500,000"
,,Свега за Пројекат 1502-П4:,"500,000",,,,"500,000"
,,,,,,,
,,Пројекат: Изградња платоа испред планинарског дома,,,,,
,,Функција: Туризам,,,,,
,511,Зграде и грађевински објекти,"1,000,000",,,,"1,000,000"
,,Свега за Пројекат 1502-П5:,"1,000,000",,,,"1,000,000"
,,,,,,,
,,Пројекат: Постављање жичаре Дубока 2,,,,,
,,Функција: Туризам,,,,,
,511,Зграде и грађевински објекти,"8,000,000",,,,"8,000,000"
,,Свега за Пројекат 1502-П6:,"8,000,000",,,,"8,000,000"
,,,,,,,
,,Свега за Програм 4:,"51,382,000",,,,"51,582,000"
,,,,,,,
,,Свега за Главу 9:,"51,382,000",,,,"51,582,000"
,,,,,,,
,,,,,,,
,,ДИРЕКЦИЈА ЗА РАЗВОЈ И ИЗГРАДЊУ ГРАДА ВРАЊА,,,,,
,,ПРОГРАМ 1: ЛОКАЛНИ РАЗВОЈ И ПРОСТОРНО ПЛАНИРАЊЕ,,,,,
,,Програмска активност: Уређивање грађевинског земљишта,,,,,
,,Функција: Развој заједнице,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","29,768,000",,,,"29,768,000"
,412,Социјални доприноси на терет послодавца,"5,920,000",,,,"5,920,000"
,413,Накнаде у натури,"234,000",,,,"234,000"
,414,Социјална давања запосленима,"900,000",,,,"900,000"
,416,Награде запосленима и остали посебни расходи,"567,000",,,,"567,000"
,421,Стални трошкови,"11,980,000",,,,"11,980,000"
,422,Трошкови путовања,"337,000",,,,"337,000"
,423,Услуге по уговору,"3,900,000",,,,"3,900,000"
,424,Специјализоване услуге,"1,200,000",,,,"1,200,000"
,425,Текуће поправке и одржавање,"1,567,000",,,,"1,567,000"
,426,Материјал,"2,100,000",,,,"2,100,000"
,441,Отплата домаћих камата,"800,000",,,,"800,000"
,465,"Остале донације, дотације и трансфери","3,307,000",,,,"3,307,000"
,481,Дотације невладиним организацијама,"190,000",,,,"190,000"
,482,"Порези, обавезне таксе, казне и пенали","1,100,000",,,,"1,100,000"
,483,Новчане казне и пенали по решењу судова,"2,000,000",,,,"2,000,000"
,512,Машине и опрема,"730,000",,,,"730,000"
,511,Зграде и грађевински објекти ,"1,700,000",,,,"1,700,000"
,515,Нематеријална имовина,"400,000",,,,"400,000"
,541,Земљиште,"15,000,000",,,,"15,000,000"
,611,Отплата главнице домаћим кредиторима,"9,100,000",,,,"9,100,000"
,,Свега за програмску активност 1101-0002:,"92,800,000",,,,"92,800,000"
,,,,,,,
,,Пројекат : Реконструкција шеталишта у улици Краља Стефана Првовенчаног од Робне куће до зграде ЈП Дирекције,,,,,
,,Функција: Развој заједнице,,,,,
,511,Зграде и грађевински објекти ,"13,667,000",,,"68,292,000","81,959,000"
,,Свега за пројекат 1101-П3:,"13,667,000",0,0,0,"81,959,000"
,,,,,,,
,,Свега за Програм 1:,"106,467,000",,,"68,292,000","174,759,000"
,,,,,,,
,,,,,,,
,,ПРОГРАМ 2 - КОМУНАЛНА ДЕЛАТНОСТ,,,,,
,,Програмска активност: Водоснабдевање,,,,,
,,Функција: Водоснабдевање,,,,,
,511,Зграде и грађевински објекти,"10,782,000",,,,"10,782,000"
,,Свега за програмску активност 0601-0001:,"10,782,000",,,,"10,782,000"
,,,,,,,
,,Програмска активност: Управљање отпадним водама,,,,,
,,Функција: Управљање отпадним водама,,,,,
,511,Зграде и грађевински објекти,"17,646,000",,,,"17,646,000"
,,Свега за програмску активност 0601-0002:,"17,646,000",,,,"17,646,000"
,,,,,,,
,,Програмска активност: Паркинг сервис,,,,,
,,Функција: Друмски саобраћај,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","16,073,000",,,,"16,073,000"
,412,Социјални доприноси на терет послодавца,"3,197,000",,,,"3,197,000"
,465,"Остале донације, дотације и трансфери","1,786,000",,,,"1,786,000"
,512,Машине и опрема,"1,080,000",,,,"1,080,000"
,,Свега за програмску активност 0601-0006:,"22,136,000",,,,"22,136,000"
,,,,,,,
,,"Програмска активност: Уређење, одржавање и коришћење пијаца",,,,,
,,Функција: Послови становања и заједнице некласификовани на другом месту,,,,,
,511,Зграде и грађевински објекти,"3,330,000",,,"16,670,000","20,000,000"
,,Свега за програмску активност 0601-0007:,"3,330,000",,,"16,670,000","20,000,000"
,,,,,,,
,,Програмска активност: Уређење и одржавање зеленила,,,,,
,,Функција: Послови становања и заједнице некласификовани на другом месту,,,,,
,424,Специјализоване услуге,"24,000,000",,,,"24,000,000"
,,Зграде и грађевински објекти,0,,,,0
,,Свега за програмску активност 0601-0009:,"24,000,000",,,,"24,000,000"
,,,,,,,
,,Програмска активност: Јавна расвета,,,,,
,,Функција: Улична расвета,,,,,
,421,Стални трошкови,"37,000,000",,,,"37,000,000"
,425,Текуће поправке и одржавање,"6,200,000",,,,"6,200,000"
,426,Материјал,"9,530,000",",",,,"9,530,000"
,,Свега за програмску активност 0601-0010:,"52,730,000",,,,"52,730,000"
,,,,,,,
,,"Програмска активност: Одржавање гробаља, и погребне услуге",,,,,
,,Функција: Послови становања и заједнице некласификовани на другом месту,,,,,
,541,Земљиште,"5,000,000",,,,"5,000,000"
,,Свега за програмску активност 0601-0011:,"5,000,000",,,,"5,000,000"
,,,,,,,
,,Свега за Програм 2:,"135,624,000",,,"16,670,000","152,294,000"
,,,,,,,
,,,,,,,
,,ПРОГРАМ 7 - ПУТНА ИНФРАСТРУКТУРА,,,,,
,,Програмска активност: Управљање саобраћајном инфраструктуром,,,,,
,,Функција: Друмски саобраћај,,,,,
,425,Текуће поправке и одржавање,"4,500,000",,,,"4,500,000"
,511,Зграде и грађевински објекти,"60,731,000",,,"41,469,000","102,200,000"
,,Свега за програмску активност 0701-0001:,"65,231,000",,,"41,469,000","106,700,000"
,,,,,,,
,,Програмска активност: Одржавање путева,,,,,
,,Функција: Друмски саобраћај,,,,,
,425,Текуће поправке и одржавање,"62,000,000",,,,"62,000,000"
,426,Материјал,"4,500,000",,,,"4,500,000"
,,Свега за програмску активност 0701-0002:,"66,500,000",,,,"66,500,000"
,,,,,,,
,,"Пројекат: Периодично одржавање путева  Златокоп -Ћуковац-Врањска Бања и Бунушевац-Содерце, Миланово-Буштрање",,,,,
,,Функција: Друмски саобраћај,,,,,
,425,Текуће поправке и одржавање,"2,000,000",,,,"2,000,000"
,,Свега за пројекат 0701-П3:,"2,000,000",,,,"2,000,000"
,,,,,,,
,,Свега за Програм 7:,"133,731,000",,,"41,469,000","175,200,000"
,,,,,,,
,,Свега за Главу 10:,"375,822,000",,,"126,431,000","502,253,000"
,,,,,,,
,,,,,,,
,,"НАРОДНА БИБЛИОТЕКА ""Б.СТАНКОВИЋ""",,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","19,540,000",,,,"19,540,000"
,412,Социјални доприноси на терет послодавца,"3,500,000",,,,"3,500,000"
,415,Накнаде трошкова за запослене,"150,000",,,,"150,000"
,416,Награде запосленима и остали посебни расходи,"717,000",,,,"717,000"
,421,Стални трошкови,"1,650,000","170,000",,,"1,820,000"
,422,Трошкови путовања,"50,000","220,000",,,"520,000"
,423,Услуге по уговору,"250,000","435,000",,,"815,000"
,425,Текуће поправке и одржавање,"600,000","40,000",,,"660,000"
,426,Материјал,"35,000","80,000",,,"115,000"
,465,"Остале донације, дотације и трансфери","2,421,000",,,,"2,421,000"
,512,Машине и опрема,0,"280,000",,,"280,000"
,515,Нематеријална имовина,"300,000","100,000",,"195,000","595,000"
,,Свега за програмску активност 1201-0001:,"29,213,000","1,325,000",,"195,000","31,133,000"
,,,,,,,
,,Свега за Програм 13:,"29,213,000","1,325,000",,"195,000","31,133,000"
,,,,,,,
,,Свега за Главу 11:,"29,213,000","1,325,000",,"195,000","31,133,000"
,,,,,,,
,,"ПОЗОРИШТЕ ""БОРА СТАНКОВИЋ""",,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","16,251,000",,,,"16,251,000"
,412,Социјални доприноси на терет послодавца,"2,905,000",,,,"2,905,000"
,413,Накнаде у натури,,"31,000",,,"31,000"
,415,Накнаде трошкова за запослене,"62,000",,,,"62,000"
,416,Награде запосленима и остали посебни расходи,"250,000",,,,"250,000"
,421,Стални трошкови,"4,300,000","488,500",,"37,000","4,825,500"
,422,Трошкови путовања,"50,000","1,175,000",,"50,000","1,275,000"
,423,Услуге по уговору,,"1,333,500",,"50,000","1,383,500"
,425,Текуће поправке и одржавање,,"313,000",,,"313,000"
,426,Материјал,,"1,171,000",,,"1,171,000"
,465,"Остале донације, дотације и трансфери","1,819,000",,,,"1,819,000"
,482,"Порези, обавезне таксе, казне и пенали",,"39,000",,,"39,000"
,483,Новчане казне и пенали по решењу судова,"1,000",,,,"1,000"
,515,Нематеријална имовина,,"3,000",,,"3,000"
,,Свега за програмску активност 1201-0001:,"25,638,000","4,554,000",,"137,000","30,329,000"
,,,,,,,
,,Програмска активност: Подстицаји културном и уметничком стваралаштву,,,,,
,,Функција: Услуге културе,,,,,
,424,Специјализоване услуге,"400,000","250,000",,,"1,650,000"
,,Свега за програмску активност 1201-0002:,"400,000","250,000",0,0,"1,650,000"
,,,,,,,
,,"Пројекат: ""35. Борини позоришни дани""",,,,,
,,Функција: Услуге културе,,,,,
,424,Специјализоване услуге,0,"300,000",,,"2,300,000"
,,Свега за пројекат 1201-П1:,0,"300,000",0,0,"2,300,000"
,,,,,,,
,,Пројекат: Изградња и опремање зграде Позоришта,,,,,
,,Функција: Услуге културе,,,,,
,511,Зграде и грађевински објекти,"30,000,000",,,"32,067,000","62,067,000"
,512,Машине и опрема,,"265,000",,,"265,000"
,,Свега за пројекат 1201-П2:,"30,000,000","265,000",,"32,067,000","62,332,000"
,,,,,,,
,,Свега за Програм 13:,"56,038,000","5,369,000",,"32,204,000","96,611,000"
,,,,,,,
,,Свега за Главу 12:,"56,038,000","5,369,000",0,"32,204,000","96,611,000"
,,,,,,,
,,,,,,,
,,НАРАДОДНИ УНИВЕРЗИТЕТ,,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","6,670,000",,,,"6,670,000"
,412,Социјални доприноси на терет послодавца,"1,215,000",,,,"1,215,000"
,414,Социјална давања запосленима,,"50,000",,,"50,000"
,415,Накнаде трошкова за запослене,,"50,000",,,"50,000"
,416,Награде запосленима и остали посебни расходи,,"35,000",,,"35,000"
,421,Стални трошкови,"140,000","882,000",,"183,000","1,205,000"
,422,Трошкови путовања,,"280,000",,,"280,000"
,423,Услуге по уговору,,"1,824,000",,"300,000","2,124,000"
,424,Специјализоване услуге,,"2,080,000",,"300,000","2,380,000"
,425,Текуће поправке и одржавање,,"462,000",,,"462,000"
,426,Материјал,,"650,000",,,"650,000"
,431,Амортизација некретнина и опреме,,"65,000",,,"65,000"
,465,"Остале донације, дотације и трансфери","785,000",,,,"785,000"
,482,"Порези, обавезне таксе, казне и пенали",,"35,000",,,"35,000"
,511,Зграде и грађевински објекти,,"1,490,000",,,"1,490,000"
,512,Машине и опрема,,"595,000",,,"595,000"
,515,Нематеријална имовина,,"2,000",,,"2,000"
,,Свега за програмску активност 1201-0001:,"8,810,000","8,500,000",,"783,000","18,093,000"
,,,,,,,
,,Програмска активност: Подстицаји културном и уметничком стваралаштву,,,,,
,,Функција: Услуге културе,,,,,
,422,Трошкови путовања,"30,000","280,000",,,"310,000"
,423,Услуге по уговору,"10,000","420,000",,,"430,000"
,424,Специјализоване услуге,"28,000","470,000",,,"498,000"
,425,Текуће поправке и одржавање,,"95,000",,,"95,000"
,426,Материјал,"60,000","242,000",,,"302,000"
,,Свега за програмску активност 1201-0002:,"128,000","1,507,000",,,"1,635,000"
,,,,,,,
,,Пројекат: Светосавска недеља 2016,,,,,
,,Функција: Услуге културе,,,,,
,422,Трошкови путовања,"20,000",,,,"20,000"
,423,Услге по уговору,"340,000",,,,"340,000"
,424,Специјалнизоване услуге,"180,000",,,,"180,000"
,426,Материјал,"10,000",,,,"10,000"
,472,Накнаде за социјалну заштиту из буџета,"100,000",,,,"100,000"
,,Свега за пројекат 1201-П3:,"650,000",,,,"650,000"
,,,,,,,
,,"Програм социјалне укључености лица са инвалидитетом,  посебним потребама  и  радно способних лица ",,,,,
,,Функција: Услуге културе,,,,,
,425,Текуће поправке и одржавање,,"300,000","1,000,000",,"1,300,000"
,,Свега за пројекат 1201-П4:,0,"300,000","1,000,000",0,"1,300,000"
,,,,,,,
,,Пројекат: Еколошки кутак и еколошка едукација,,,,,
,,Функција: Услуге културе,,,,,
,426,Материјал,,"300,000",,,"300,000"
,512,Машине и опрема,,,"400,000",,"400,000"
,,Свега за пројекат 1201-П5:,0,"300,000","400,000",0,"700,000"
,,,,,,,
,,Свега за Програм 13:,"9,588,000","10,607,000","1,400,000","783,000","22,378,000"
,,,,,,,
,,Свега за Главу 13:,"9,588,000","10,607,000","1,400,000","783,000","22,378,000"
,,,,,,,
,,ИСТОРИЈСКИ АРХИВ,,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","15,246,000",,,,"15,246,000"
,412,Социјални доприноси на терет послодавца,"2,730,000",,,,"2,730,000"
,413,Накнаде у натури,,"40,000",,,"40,000"
,414,Социјална давања запосленима,,"30,000",,,"30,000"
,415,Накнаде трошкова за запослене,"109,000",,,,"109,000"
,416,Награде запосленима и остали посебни расходи,"392,000",,,,"392,000"
,421,Стални трошкови,"690,000","60,000",,,"750,000"
,422,Трошкови путовања,"10,000","205,000",,,"215,000"
,423,Услуге по уговору,"50,000","1,087,000",,"33,000","1,170,000"
,424,Специјализоване услуге,"36,000","30,000",,,"66,000"
,425,Текуће поправке и одржавање,"20,000","80,000",,,"100,000"
,426,Материјал,"35,000","205,000",,,"240,000"
,465,"Остале донације, дотације и трансфери","1,936,000",,,,"1,936,000"
,511,Зграде и грађевински објекти,,"80,000",,,"80,000"
,512,Машине и опрема,0,"130,000",,,"915,000"
,,Свега за програмску активност 1201-0001:,"21,254,000","1,947,000",0,"33,000","24,019,000"
,,,,,,,
,,Програмска активност: Подстицаји културном и уметничком стваралаштву,,,,,
,,Функција: Услуге културе,,,,,
,423,Услуге по уговору,"50,000","100,000",,,"150,000"
,,Свега за програмску активност 1201-0001:,"50,000","100,000",,,"150,000"
,,,,,,,
,,Пројекат: Набавка архивских кутија,,,,,
,,Функција: Услуге културе,,,,,
,512,Машине и опрема,"200,000",,,,"200,000"
,,Свега за пројекат 1201-П6:,"200,000",,,,"200,000"
,,,,,,,
,,,,,,,
,,Свега за Програм 13:,"21,504,000","2,047,000",0,"33,000","24,369,000"
,,,,,,,
,,Свега за Главу 14:,"21,504,000","2,047,000",,"33,000","24,369,000"
,,,,,,,
,,НАРОДНИ МУЗЕЈ,,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","10,092,000",,,,"10,092,000"
,412,Социјални доприноси на терет послодавца,"1,806,000",,,,"1,806,000"
,416,Награде запосленима и остали посебни расходи,"410,000",,,,"410,000"
,421,Стални трошкови,"850,000","10,000",,,"860,000"
,422,Трошкови путовања,"120,000","10,000",,"10,000","140,000"
,423,Услуге по уговору,"200,000","60,000",,"50,000","310,000"
,424,Специјализоване услуге,"200,000","25,000",,,"225,000"
,425,Текуће поправке и одржавање,"200,000","30,000",,"10,000","240,000"
,426,Материјал,"95,000","38,000",,,"133,000"
,431,Амортизација некретнина и опреме,,"2,000",,,"2,000"
,465,"Остале донације, дотације и трансфери","1,239,000",,,,"1,239,000"
,482,"Порези, обавезне таксе, казне и пенали",,"1,000",,,"1,000"
,483,Новчане казне и пенали по решењу судова,"1,000",,,,"1,000"
,511,Зграде и грађевински објекти,"1,450,000",,,,"1,450,000"
,512,Машине и опрема,"33,000","53,000",,"27,000","113,000"
,515,Нематеријална имовина,"205,000","10,000",,,"215,000"
,,Свега за програмску активност 1201-0001:,"16,901,000","239,000",,"97,000","17,237,000"
,,,,,,,
,,Свега за Програм 13:,"16,901,000","239,000",,"97,000","17,237,000"
,,,,,,,
,,Свега за Главу 15:,"16,901,000","239,000",,"97,000","17,237,000"
,,,,,,,
,,,,,,,
,,ШКОЛА АНИМИРАНОГ ФИЛМА,,,,,
,,ПРОГРАМ 13 - РАЗВОЈ КУЛТУРЕ,,,,,
,,Програмска активност: Функционисање локалних установа културе,,,,,
,,Функција: Услуге културе,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","3,987,000",,,,"3,987,000"
,412,Социјални доприноси на терет послодавца,"714,000",,,,"714,000"
,421,Стални трошкови,"110,000",,,,"110,000"
